"","YearStart","LocationAbbr","LocationDesc","DataSource","Topic","Question","DataValueUnit","DataValue","DataValueAlt"
"977",2012,"HI","Hawaii","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","19.1",19.1
"978",2012,"IA","Iowa","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","23",23
"979",2012,"ID","Idaho","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","14.4",14.4
"980",2012,"IL","Illinois","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","22.2",22.2
"981",2012,"IN","Indiana","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.6",16.6
"982",2012,"KS","Kansas","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.3",16.3
"983",2012,"KY","Kentucky","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15.6",15.6
"984",2012,"LA","Louisiana","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.9",16.9
"985",2012,"MA","Massachusetts","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","20.8",20.8
"986",2012,"MD","Maryland","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.9",16.9
"987",2012,"ME","Maine","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","19.8",19.8
"988",2012,"MI","Michigan","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","20.1",20.1
"989",2012,"MN","Minnesota","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","22.6",22.6
"990",2012,"MO","Missouri","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","18.1",18.1
"991",2012,"MS","Mississippi","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","12.6",12.6
"992",2012,"MT","Montana","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","23.2",23.2
"993",2012,"NC","North Carolina","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","13.7",13.7
"994",2012,"ND","North Dakota","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","25",25
"995",2012,"NE","Nebraska","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","22.9",22.9
"996",2012,"NH","New Hampshire","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","18.3",18.3
"997",2012,"NJ","New Jersey","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","18.8",18.8
"998",2012,"NM","New Mexico","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15.2",15.2
"999",2012,"NV","Nevada","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15.4",15.4
"1000",2012,"NY","New York","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.4",17.4
"1001",2012,"OH","Ohio","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","19.1",19.1
"1002",2012,"OK","Oklahoma","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15",15
"1003",2012,"OR","Oregon","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16",16
"1004",2012,"PA","Pennsylvania","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","19",19
"1005",2012,"RI","Rhode Island","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","18",18
"1006",2012,"SC","South Carolina","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.1",16.1
"1007",2012,"SD","South Dakota","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","21.7",21.7
"1008",2012,"TN","Tennessee","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","12.1",12.1
"1009",2012,"TX","Texas","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16",16
"1010",2012,"UT","Utah","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","10.5",10.5
"1011",2012,"VA","Virginia","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.1",16.1
"1012",2012,"VT","Vermont","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","20.9",20.9
"1013",2012,"WA","Washington","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.4",17.4
"1014",2012,"WI","Wisconsin","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","26.2",26.2
"1015",2012,"WV","West Virginia","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","11.2",11.2
"1016",2012,"WY","Wyoming","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.8",17.8
"1017",2012,"AR","Arkansas","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","11.8",11.8
"1018",2012,"AK","Alaska","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.8",16.8
"1019",2012,"AL","Alabama","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","12.3",12.3
"1020",2012,"AZ","Arizona","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15.3",15.3
"1021",2012,"CA","California","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.9",16.9
"1022",2012,"CO","Colorado","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","19.2",19.2
"1023",2012,"CT","Connecticut","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.5",17.5
"1024",2012,"DC","District of Columbia","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","23.1",23.1
"1025",2012,"DE","Delaware","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","18.6",18.6
"1026",2012,"FL","Florida","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.5",16.5
"1027",2012,"GA","Georgia","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","14.4",14.4
"1028",2012,"HI","Hawaii","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","18.2",18.2
"1029",2012,"IA","Iowa","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","21.7",21.7
"1030",2012,"ID","Idaho","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","14.1",14.1
"1031",2012,"IL","Illinois","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","21.6",21.6
"1032",2012,"IN","Indiana","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15.9",15.9
"1033",2012,"KS","Kansas","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15.8",15.8
"1034",2012,"KY","Kentucky","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","14.9",14.9
"1035",2012,"LA","Louisiana","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.5",16.5
"1036",2012,"MA","Massachusetts","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","19.7",19.7
"1037",2012,"MD","Maryland","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.4",16.4
"1038",2012,"ME","Maine","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.7",17.7
"1039",2012,"MI","Michigan","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","19.2",19.2
"1040",2012,"MN","Minnesota","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","21.9",21.9
"1041",2012,"MO","Missouri","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.2",17.2
"1042",2012,"MS","Mississippi","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","12.1",12.1
"1043",2012,"MT","Montana","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","21.7",21.7
"1044",2012,"NC","North Carolina","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","13.1",13.1
"1045",2012,"ND","North Dakota","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","24.1",24.1
"1046",2012,"NE","Nebraska","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","22.1",22.1
"1047",2012,"NH","New Hampshire","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17",17
"1048",2012,"NJ","New Jersey","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.7",17.7
"1049",2012,"NM","New Mexico","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","14.6",14.6
"1050",2012,"NV","Nevada","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15.1",15.1
"1051",2012,"NY","New York","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17",17
"1052",2012,"OH","Ohio","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","18",18
"1053",2012,"OK","Oklahoma","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","14.4",14.4
"1054",2012,"OR","Oregon","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15.3",15.3
"1055",2012,"PA","Pennsylvania","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.9",17.9
"1056",2012,"RI","Rhode Island","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17.2",17.2
"1057",2012,"SC","South Carolina","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15.4",15.4
"1058",2012,"SD","South Dakota","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","20.6",20.6
"1059",2012,"TN","Tennessee","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","11.3",11.3
"1060",2012,"TX","Texas","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.2",16.2
"1061",2012,"UT","Utah","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","11.2",11.2
"1062",2012,"VA","Virginia","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","15.7",15.7
"1063",2012,"VT","Vermont","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","19.3",19.3
"1064",2012,"WA","Washington","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","16.9",16.9
"1065",2012,"WI","Wisconsin","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","25.2",25.2
"1066",2012,"WV","West Virginia","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","10.2",10.2
"1067",2012,"WY","Wyoming","BRFSS","Alcohol","Binge drinking prevalence among adults aged >= 18 years","%","17",17
"1068",2012,"AK","Alaska","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.4",17.4
"1069",2012,"AL","Alabama","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","11.4",11.4
"1070",2012,"AR","Arkansas","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","11.1",11.1
"1071",2012,"AZ","Arizona","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","14.2",14.2
"1072",2012,"CA","California","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.1",15.1
"1073",2012,"DE","Delaware","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","21.7",21.7
"1074",2012,"CO","Colorado","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","19.6",19.6
"1075",2012,"CT","Connecticut","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","19.3",19.3
"1076",2012,"DC","District of Columbia","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","30.4",30.4
"1077",2012,"FL","Florida","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.5",17.5
"1078",2012,"GA","Georgia","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","12.9",12.9
"1079",2012,"HI","Hawaii","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","18",18
"1080",2012,"IA","Iowa","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","24.9",24.9
"1081",2012,"ID","Idaho","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","13.6",13.6
"1082",2012,"IL","Illinois","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","22.2",22.2
"1083",2012,"IN","Indiana","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.3",17.3
"1084",2012,"KS","Kansas","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.7",15.7
"1085",2012,"KY","Kentucky","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","14.9",14.9
"1086",2012,"LA","Louisiana","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","14.4",14.4
"1087",2012,"MA","Massachusetts","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","23.2",23.2
"1088",2012,"MD","Maryland","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","16.9",16.9
"1089",2012,"ME","Maine","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","19",19
"1090",2012,"MI","Michigan","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","20.5",20.5
"1091",2012,"MN","Minnesota","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","22.4",22.4
"1092",2012,"MO","Missouri","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.7",17.7
"1093",2012,"MS","Mississippi","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","10.1",10.1
"1094",2012,"MT","Montana","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","24.8",24.8
"1095",2012,"NC","North Carolina","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","12.9",12.9
"1096",2012,"ND","North Dakota","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","28.7",28.7
"1097",2012,"NE","Nebraska","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","23.7",23.7
"1098",2012,"NH","New Hampshire","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.9",17.9
"1099",2012,"NJ","New Jersey","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","18.7",18.7
"1100",2012,"OH","Ohio","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","20.6",20.6
"1101",2012,"NM","New Mexico","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","14.8",14.8
"1102",2012,"NV","Nevada","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","13.7",13.7
"1103",2012,"NY","New York","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.9",15.9
"1104",2012,"OK","Oklahoma","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","15.1",15.1
"1105",2012,"OR","Oregon","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","16.2",16.2
"1106",2012,"PA","Pennsylvania","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","20.7",20.7
"1107",2012,"RI","Rhode Island","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","18.9",18.9
"1108",2012,"SC","South Carolina","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","14",14
"1109",2012,"SD","South Dakota","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","22.5",22.5
"1110",2012,"TN","Tennessee","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","9.9",9.9
"1111",2012,"TX","Texas","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","12.2",12.2
"1112",2012,"UT","Utah","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","10.1",10.1
"1113",2012,"VA","Virginia","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.6",17.6
"1114",2012,"WV","West Virginia","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","9.2",9.2
"1115",2012,"VT","Vermont","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","23.7",23.7
"1116",2012,"WA","Washington","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","17.1",17.1
"1117",2012,"WI","Wisconsin","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","28.9",28.9
"1118",2012,"WY","Wyoming","BRFSS","Alcohol","Binge drinking prevalence among women aged 18-44 years","%","16.6",16.6
"1119",2012,"AK","Alaska","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"1120",2012,"AL","Alabama","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"1121",2012,"AR","Arkansas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.4",5.4
"1122",2012,"AZ","Arizona","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"1123",2012,"CA","California","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.7",3.7
"1124",2012,"CO","Colorado","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"1125",2012,"CT","Connecticut","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"1126",2012,"DC","District of Columbia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.9",3.9
"1127",2012,"DE","Delaware","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"1128",2012,"FL","Florida","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5",5
"1129",2012,"GA","Georgia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"1130",2012,"HI","Hawaii","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.3",5.3
"1131",2012,"IA","Iowa","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"1132",2012,"ID","Idaho","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"1133",2012,"IL","Illinois","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"1134",2012,"IN","Indiana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"1135",2012,"KS","Kansas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"1136",2012,"KY","Kentucky","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.9",5.9
"1137",2012,"LA","Louisiana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.2",5.2
"1138",2012,"MA","Massachusetts","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"1139",2012,"MD","Maryland","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"1140",2012,"ME","Maine","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"1141",2012,"MI","Michigan","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"1142",2012,"MN","Minnesota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.7",3.7
"1143",2012,"MO","Missouri","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"1144",2012,"MS","Mississippi","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.2",5.2
"1145",2012,"MT","Montana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"1146",2012,"NC","North Carolina","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"1147",2012,"ND","North Dakota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"1148",2012,"NE","Nebraska","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"1149",2012,"NH","New Hampshire","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"1150",2012,"NJ","New Jersey","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.6",3.6
"1151",2012,"NM","New Mexico","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"1152",2012,"NV","Nevada","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"1153",2012,"NY","New York","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.6",3.6
"1154",2012,"OH","Ohio","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"1155",2012,"OK","Oklahoma","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.1",5.1
"1156",2012,"OR","Oregon","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"1157",2012,"PA","Pennsylvania","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"1158",2012,"RI","Rhode Island","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"1159",2012,"SC","South Carolina","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"1160",2012,"SD","South Dakota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"1161",2012,"TN","Tennessee","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"1162",2012,"TX","Texas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"1163",2012,"UT","Utah","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"1164",2012,"VA","Virginia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"1165",2012,"VT","Vermont","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"1166",2012,"WA","Washington","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"1167",2012,"WI","Wisconsin","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"1168",2012,"WV","West Virginia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.6",5.6
"1169",2012,"WY","Wyoming","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"1170",2012,"AK","Alaska","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.9",3.9
"1171",2012,"AL","Alabama","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.6",4.6
"1172",2012,"AR","Arkansas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"1173",2012,"AZ","Arizona","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.7",3.7
"1174",2012,"CA","California","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.6",3.6
"1175",2012,"CO","Colorado","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.8",3.8
"1176",2012,"CT","Connecticut","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4",4
"1177",2012,"DC","District of Columbia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.8",3.8
"1178",2012,"DE","Delaware","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"1179",2012,"FL","Florida","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.9",4.9
"1180",2012,"GA","Georgia","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"1181",2012,"HI","Hawaii","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.1",5.1
"1182",2012,"IA","Iowa","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.9",3.9
"1183",2012,"ID","Idaho","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"1184",2012,"IL","Illinois","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"1185",2012,"IN","Indiana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"1186",2012,"KS","Kansas","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.7",4.7
"1187",2012,"KY","Kentucky","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5.3",5.3
"1188",2012,"LA","Louisiana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","5",5
"1189",2012,"MA","Massachusetts","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"1190",2012,"MD","Maryland","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.1",4.1
"1191",2012,"ME","Maine","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"1192",2012,"MI","Michigan","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
"1193",2012,"MN","Minnesota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.6",3.6
"1194",2012,"MO","Missouri","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"1195",2012,"MS","Mississippi","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.8",4.8
"1196",2012,"MT","Montana","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"1197",2012,"NC","North Carolina","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.4",4.4
"1198",2012,"ND","North Dakota","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.9",3.9
"1199",2012,"NE","Nebraska","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.2",4.2
"1200",2012,"NH","New Hampshire","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.5",4.5
"1201",2012,"NJ","New Jersey","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","3.5",3.5
"1202",2012,"NM","New Mexico","BRFSS","Alcohol","Binge drinking frequency among adults aged >= 18 years who binge drink","Number","4.3",4.3
